0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.427952,0.0,0.1930438,0.004269111,0.02771379,0.07873833,0.2511056,0.005377769,-21.96546,0.0,-50.35852,0.0,0.02618378,0.1245521,-43.23192,-2573.287,-50.7669,-1667.041,-54.83699,-4141.426,-81.04925,-344.3117,0.0,0.0,0.0,0.0,-19.82564,-301.6441,-201.0,-8864.554,-201.0,-602.6472,0.0,0.0,0.0,0.0,-201.0,-1551.192,0.0,0.0,0.0,0.0,-201.0,-119.4899,0.0,0.0,0.0,0.0,-201.0,-10247.01,-36.24857,-1208.528,-26.89866,-28.90647,0.0,0.0,-0.05869857,-333.009,0.0,0.0,-46.1349,-469.4164,-50.9393,-3414.685,-57.63264,-7581.191,-81.26917,-29.48656,-34.73799,-26.12975,0.0,-0.04924435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-46.66648
62.14266,0.1068297,62.14266,62.14266,62.14266,6.766109,3.108264,0.0,0.0,0.0,3.16149,1.282099,3.126066,3.204408,3.633295,2.268071,62.46017,13.13369,47.31846,14.4387,3.41615,1.749856,42.47813,24455.72,34.29846,8267.248,49.30683,1131.263,17.07409,36.12104,1.0,1.298048,6.0206,1.239474,21.65099,529.5382,201.0,505.8814,48.19097,374.9249,1732.497,0.8236946,2695.69,1.09291,61.79769,70.49357,2658.744,0.4965792,4500.738,1.255869,55.43382,2740.356,3788.576,0.3244195,4496.3,1.2745,52.82729,249.3983,30.89493,402.0453,50.06084,184.0145,0.2193467,2.01973,0.0271122,332.0679,6.500598,1.608,45.49164,2048.583,33.89381,402.2797,48.70667,425.7444,21.91607,41.46996,30.87904,46.12334,0.1964071,0.02433161,3.451371,33.33334,33.33334,0.03,0.0,0.03,0.0,-14.36771
